Car_id,Date,Customer Name,Gender,Annual Income,Company,Color,Price ($),Body Style
C_CND_004214,7/26/2022,Julie,Female,711000,Subaru,Red,57000,SUV
C_CND_004215,7/26/2022,Luca,Male,2010000,Volvo,Pale White,42000,Sedan
C_CND_004216,7/26/2022,Gabriel,Male,525000,Mercury,Black,9000,Passenger
C_CND_004217,7/26/2022,Guilaume,Male,485500,Acura,Red,34500,SUV
C_CND_004218,7/26/2022,Yohan,Female,465000,Pontiac,Red,19000,Hatchback
C_CND_004219,7/26/2022,Aylin,Female,1200000,Volkswagen,Red,13000,Hatchback
C_CND_004220,7/26/2022,Bella,Male,1780000,Ford,Red,13000,Passenger
C_CND_004221,7/26/2022,Bianca,Male,790000,BMW,Black,16000,Sedan
C_CND_004222,7/26/2022,Brenda,Male,455000,Chevrolet,Red,20000,Hatchback
C_CND_004223,7/26/2022,Briana,Male,410000,Chrysler,Black,26000,SUV
C_CND_004224,7/26/2022,Brianna,Female,635000,Cadillac,Pale White,13000,Passenger
C_CND_004225,7/26/2022,Brianny,Male,775000,Plymouth,Red,20000,Passenger
C_CND_004226,7/27/2022,Miles,Male,1800000,Toyota,Pale White,22000,Passenger
C_CND_004227,7/27/2022,Stacy,Male,13500,Toyota,Red,33000,SUV
C_CND_004228,7/27/2022,Ariel,Male,1225000,Toyota,Red,31501,Hatchback
C_CND_004229,7/27/2022,Martial,Female,790000,Lexus,Black,22000,Sedan
C_CND_004231,7/30/2022,Mohamed,Male,1255000,BMW,Pale White,14500,SUV
C_CND_004232,7/30/2022,Mohammed,Male,1070000,Ford,Black,41000,SUV
C_CND_004233,7/30/2022,Moussa,Female,2200000,Chrysler,Black,18000,SUV
C_CND_004234,7/30/2022,Myles,Female,2290000,Saturn,Black,33000,SUV
C_CND_004235,7/30/2022,Nana,Male,2570000,Volvo,Red,22000,Sedan
C_CND_004236,7/30/2022,Stella,Male,660000,Honda,Pale White,21000,Sedan
C_CND_004237,7/30/2022,Stephanie,Male,13500,Toyota,Black,25000,Sedan
C_CND_004238,7/30/2022,Shifra,Male,936000,Volkswagen,Red,45000,Hardtop
C_CND_004239,7/30/2022,Tatiana,Female,785000,Pontiac,Black,36000,Hatchback
C_CND_004240,7/30/2022,Tiffany,Male,2425000,Mercedes-B,Pale White,12500,Hatchback
C_CND_004241,7/30/2022,Ariela,Male,1450000,Buick,Pale White,23000,Hatchback
C_CND_004242,7/30/2022,Ariella,Male,13500,Ford,Red,29000,Passenger
C_CND_004243,7/30/2022,Ashley,Male,1774500,Mercedes-B,Pale White,17450,Hatchback
C_CND_004244,7/30/2022,Atara,Male,13500,Honda,Pale White,27001,Hatchback
C_CND_004245,7/30/2022,Aubrey,Male,525500,Dodge,Black,26501,SUV
C_CND_004246,7/30/2022,Ilian,Male,750000,Ford,Black,18001,Hardtop
C_CND_004247,7/30/2022,Lia,Male,407000,Mercury,Pale White,14000,Passenger
C_CND_004248,7/30/2022,Loreen,Male,455000,Pontiac,Pale White,26000,SUV
C_CND_004249,7/30/2022,Lauryn,Male,425000,Lexus,Red,13000,Sedan
C_CND_004250,7/30/2022,Ilona,Female,13500,Toyota,Red,82001,Hardtop
C_CND_004251,7/30/2022,Britney,Male,520000,Plymouth,Red,71000,Hatchback
C_CND_004252,7/30/2022,Brittany,Female,590900,Chevrolet,Pale White,41900,Hatchback
C_CND_004253,7/30/2022,Bryanna,Female,13500,Buick,Black,20000,Sedan
C_CND_004254,7/30/2022,Camila,Female,670000,Audi,Pale White,24000,SUV
C_CND_004255,7/30/2022,Carmen,Male,13500,Honda,Black,31000,SUV
C_CND_004256,7/31/2022,Nasir,Male,2400000,Dodge,Red,31000,SUV
C_CND_004257,7/31/2022,Nathan,Male,2200000,Dodge,Black,19000,SUV
C_CND_004258,7/31/2022,Nathaniel,Male,3250000,Ford,Pale White,18000,Hatchback
C_CND_004259,7/31/2022,Nehemiah,Male,806000,Cadillac,Red,69000,SUV
C_CND_004260,7/31/2022,Nicholas,Male,4000000,Subaru,Pale White,19000,SUV
C_CND_004261,7/31/2022,Valentina,Male,825000,BMW,Red,21000,Hatchback
C_CND_004262,7/31/2022,Valeria,Male,682000,Mercedes-B,Pale White,17000,Hatchback
C_CND_004263,7/31/2022,Thomas,Male,1350000,Mitsubishi,Pale White,12000,Hardtop
C_CND_004264,7/31/2022,Veronica,Male,2258000,Audi,Black,14800,SUV
C_CND_004265,7/31/2022,Victoria,Male,13500,Oldsmobile,Red,41000,Sedan
C_CND_004266,7/31/2022,Audrey,Male,1960000,Nissan,Red,21000,Hatchback
C_CND_004267,7/31/2022,Autumn,Male,825000,Toyota,Red,41000,Passenger
C_CND_004268,7/31/2022,Ava,Male,1262000,Honda,Red,12200,SUV
C_CND_004269,7/31/2022,Avery,Male,1110000,Toyota,Pale White,22000,Passenger
C_CND_004270,7/31/2022,Avigail,Male,1410000,Nissan,Red,21001,Hatchback
C_CND_004271,7/31/2022,Chloe,Male,469500,Dodge,Black,22500,Passenger
C_CND_004272,7/31/2022,Hugo,Female,950000,Mercedes-B,Red,29000,SUV
C_CND_004273,7/31/2022,Killian,Male,1150000,Honda,Pale White,19000,Sedan
C_CND_004274,7/31/2022,Emma,Female,610000,Mercury,Red,71000,SUV
C_CND_004275,7/31/2022,Maslo,Female,577250,Buick,Black,29250,Hatchback
C_CND_004276,7/31/2022,Carolina,Male,740000,Chrysler,Pale White,20000,Hatchback
C_CND_004277,7/31/2022,Caroline,Male,680000,Saturn,Pale White,18000,Hatchback
C_CND_004278,7/31/2022,Cassandra,Male,13500,Nissan,Black,53000,Hatchback
C_CND_004279,7/31/2022,Celeste,Male,790500,Mitsubishi,Black,27500,Hatchback
C_CND_004280,7/31/2022,Charlotte,Male,695000,Dodge,Black,19000,Hatchback
C_CND_004281,8/1/2022,Nicolas,Male,1215000,Chrysler,Red,19500,Sedan
C_CND_004282,8/1/2022,Nigel,Male,2250000,Lexus,Pale White,54000,SUV
C_CND_004283,8/1/2022,Violet,Male,1650000,Chevrolet,Red,45000,SUV
C_CND_004284,8/1/2022,Viviana,Male,13500,Chevrolet,Red,22000,Hatchback
C_CND_004285,8/1/2022,Aviva,Male,1303500,Volkswagen,Red,45350,Hatchback
C_CND_004286,8/1/2022,Ayla,Male,13500,Plymouth,Red,71000,Hatchback
C_CND_004287,8/1/2022,Lucas,Female,275000,Mercury,Red,39000,Sedan
C_CND_004288,8/1/2022,Mia,Male,13500,Subaru,Pale White,19000,SUV
C_CND_004289,8/1/2022,Chelsea,Male,805000,Jeep,Red,19000,Hatchback
C_CND_004290,8/1/2022,Chloe,Female,1156000,Volvo,Pale White,32600,Hatchback
C_CND_004291,8/2/2022,Noah,Female,450000,Chevrolet,Pale White,22000,SUV
C_CND_004292,8/2/2022,Omar,Female,1400000,Lincoln,Red,82000,Passenger
C_CND_004293,8/2/2022,Omari,Male,13500,Ford,Black,11000,Passenger
C_CND_004294,8/2/2022,Ousmane,Male,812000,Nissan,Red,11000,SUV
C_CND_004295,8/2/2022,Patrick,Female,13500,Oldsmobile,Black,36000,Hatchback
C_CND_004296,8/2/2022,Preston,Female,4260000,Dodge,Pale White,16000,SUV
C_CND_004297,8/2/2022,Prince,Male,1140000,Ford,Pale White,62000,Sedan
C_CND_004298,8/2/2022,Wendy,Male,1250000,Volkswagen,Red,25000,Sedan
C_CND_004299,8/2/2022,Ximena,Male,520000,Dodge,Red,12000,Sedan
C_CND_004300,8/2/2022,Yamileth,Female,555000,Chrysler,Black,26000,SUV
C_CND_004301,8/2/2022,Yaretzi,Male,1218000,Ford,Pale White,42800,Hatchback
C_CND_004302,8/2/2022,Kyla,Male,300000,Chevrolet,Red,82000,Hardtop
C_CND_004303,8/2/2022,Andrea,Male,675000,Ford,Red,17000,Hardtop
C_CND_004304,8/2/2022,Angelique,Male,1080000,Chevrolet,Red,15001,Hardtop
C_CND_004305,8/2/2022,Baila,Male,1115000,Saturn,Pale White,13500,Hatchback
C_CND_004306,8/2/2022,Barbara,Male,1340000,Volkswagen,Black,25000,SUV
C_CND_004307,8/2/2022,Batsheva,Male,13500,Plymouth,Pale White,22000,SUV
C_CND_004308,8/2/2022,Batya,Male,13500,Jeep,Red,19000,Hatchback
C_CND_004309,8/2/2022,Beatrice,Male,13500,Plymouth,Pale White,27000,SUV
C_CND_004310,8/2/2022,Bella,Male,1200000,Lexus,Pale White,18000,Sedan
C_CND_004311,8/2/2022,Bianca,Male,13500,Plymouth,Black,75000,Passenger
C_CND_004312,8/2/2022,Emma,Male,810000,Mercury,Black,33000,Hatchback
C_CND_004313,8/2/2022,Theo,Male,550500,Pontiac,Black,18500,Sedan
C_CND_004314,8/2/2022,Ary,Male,535000,Volkswagen,Red,24000,Passenger
C_CND_004315,8/2/2022,Emma,Male,641000,Volvo,Black,36000,Sedan
C_CND_004316,8/2/2022,Estelle,Female,503000,Chevrolet,Black,10000,Passenger
C_CND_004317,8/2/2022,Coralie,Male,668000,Mercedes-B,Red,29000,SUV
C_CND_004318,8/2/2022,Chiara,Male,666000,Oldsmobile,Red,41000,Sedan
C_CND_004319,8/2/2022,Christina,Male,1350000,Oldsmobile,Black,36000,Hatchback
C_CND_004320,8/2/2022,Cindy,Female,13500,Acura,Pale White,17000,SUV
C_CND_004321,8/2/2022,Clara,Female,710000,Plymouth,Black,75000,Passenger
C_CND_004322,8/2/2022,Cristina,Male,1010000,Audi,Pale White,24000,SUV
C_CND_004323,8/2/2022,Crystal,Male,580000,Toyota,Black,27000,Passenger
C_CND_004324,8/2/2022,Cynthia,Male,653000,Mercedes-B,Red,21000,SUV
C_CND_004325,8/2/2022,Daisy,Male,740000,Ford,Pale White,18000,Hatchback
C_CND_004326,8/5/2022,Quincy,Male,2330000,Volkswagen,Red,45000,SUV
C_CND_004327,8/5/2022,Ricardo,Male,2800000,Volkswagen,Pale White,20000,SUV
C_CND_004328,8/5/2022,Richard,Male,13500,BMW,Black,18000,Sedan
C_CND_004329,8/5/2022,Robert,Female,13500,Plymouth,Pale White,16000,Hatchback
C_CND_004330,8/5/2022,Abigail,Male,13500,Chrysler,Red,19000,Sedan
C_CND_004331,8/5/2022,Ada,Male,600000,Chevrolet,Pale White,26000,Hatchback
C_CND_004332,8/5/2022,Addison,Male,487000,Plymouth,Red,20000,Passenger
C_CND_004334,8/5/2022,Blake,Male,1570000,Plymouth,Red,71000,Hatchback
C_CND_004335,8/5/2022,Blima,Male,1001000,Saturn,Red,61100,Hatchback
C_CND_004336,8/5/2022,Blimy,Female,665000,Mitsubishi,Pale White,21000,Hatchback
C_CND_004337,8/5/2022,Bracha,Male,1330000,Mercedes-B,Red,19000,Passenger
C_CND_004338,8/5/2022,Nathan,Male,850000,Mitsubishi,Pale White,42000,Passenger
C_CND_004339,8/5/2022,Correntin,Female,13500,Ford,Pale White,20000,Passenger
C_CND_004340,8/5/2022,Leo,Male,1100000,Lincoln,Red,82000,Passenger
C_CND_004341,8/5/2022,Loanne,Male,850000,Mitsubishi,Black,17000,Hatchback
C_CND_004342,8/5/2022,Damaris,Male,493000,Saturn,Pale White,45000,Sedan
C_CND_004343,8/5/2022,Dana,Male,1240000,Dodge,Black,22000,SUV
C_CND_004344,8/5/2022,Daniela,Male,1010000,Mitsubishi,Black,18000,Hatchback
C_CND_004345,8/5/2022,Daniella,Male,1626000,Dodge,Red,22600,Passenger
C_CND_004346,8/6/2022,Rodney,Male,605000,Dodge,Red,31000,SUV
C_CND_004347,8/6/2022,Ryan,Male,1255000,Dodge,Pale White,21500,SUV
C_CND_004348,8/6/2022,Samuel,Male,1850000,Volvo,Black,36000,Sedan
C_CND_004349,8/6/2022,Sean,Male,13500,Ford,Red,13000,Passenger
C_CND_004350,8/6/2022,Sebastian,Male,13500,Acura,Black,28000,Hatchback
C_CND_004351,8/6/2022,Adele,Male,572000,Honda,Black,43000,Hatchback
C_CND_004352,8/6/2022,Adina,Male,650000,BMW,Red,25000,SUV
C_CND_004353,8/6/2022,Adriana,Female,731000,Oldsmobile,Red,12000,Sedan
C_CND_004354,8/6/2022,Adrianna,Female,13500,Lexus,Black,39000,Sedan
C_CND_004355,8/6/2022,Ahuva,Male,793000,Cadillac,Black,60000,Passenger
C_CND_004356,8/6/2022,Breindy,Male,290000,Chevrolet,Red,12001,Passenger
C_CND_004357,8/6/2022,Brianna,Male,1570000,Toyota,Black,29000,Hatchback
C_CND_004358,8/6/2022,Bridget,Male,13500,Pontiac,Pale White,42000,Passenger
C_CND_004359,8/6/2022,Brooke,Male,1916000,Jeep,Black,19600,SUV
C_CND_004360,8/6/2022,Brooklyn,Male,500000,Toyota,Pale White,14000,SUV
C_CND_004361,8/6/2022,Eva,Male,965000,Plymouth,Pale White,27000,SUV
C_CND_004362,8/6/2022,Clara,Male,2220000,Oldsmobile,Red,34000,Sedan
C_CND_004363,8/6/2022,Clara,Male,13500,Mitsubishi,Black,17000,Hatchback
C_CND_004364,8/6/2022,Cyril,Male,13500,Lincoln,Black,42000,Passenger
C_CND_004365,8/6/2022,Camilya,Female,730000,Mercedes-B,Pale White,14000,Hatchback
C_CND_004366,8/6/2022,Danielle,Male,13500,Cadillac,Black,28000,Sedan
C_CND_004367,8/6/2022,Danna,Male,13500,Chrysler,Pale White,26000,Sedan
C_CND_004368,8/6/2022,Dayana,Male,550000,Cadillac,Red,28000,Hatchback
C_CND_004369,8/6/2022,Delilah,Female,1800000,BMW,Black,9000,Hatchback
C_CND_004370,8/6/2022,Denise,Male,2000000,Volkswagen,Red,19000,Passenger
C_CND_004371,8/7/2022,Sekou,Male,805000,Cadillac,Pale White,22000,SUV
C_CND_004372,8/7/2022,Seth,Female,2000000,Porsche,Red,22000,SUV
C_CND_004373,8/7/2022,Shawn,Female,13500,Mitsubishi,Red,29000,SUV
C_CND_004374,8/7/2022,Sincere,Female,13500,Lincoln,Pale White,33000,Hatchback
C_CND_004375,8/7/2022,Stephen,Male,700000,Ford,Red,24000,SUV
C_CND_004376,8/7/2022,Steven,Male,2130000,Subaru,Red,57000,SUV
C_CND_004377,8/7/2022,Terrell,Male,500000,Volvo,Pale White,42000,Sedan
C_CND_004378,8/7/2022,Terrence,Male,2125000,Mercury,Black,9500,Passenger
C_CND_004379,8/7/2022,Alana,Female,13500,Toyota,Pale White,27000,Hatchback
C_CND_004380,8/7/2022,Alessandra,Male,13500,Mercury,Pale White,36000,Passenger
C_CND_004381,8/7/2022,Alessia,Male,2775000,Jaguar,Pale White,20500,Passenger
C_CND_004382,8/7/2022,Alexa,Male,1700000,Mercedes-B,Pale White,17000,Passenger
C_CND_004383,8/7/2022,Alexandra,Male,13500,Mitsubishi,Black,39000,Sedan
C_CND_004384,8/7/2022,Alexandria,Male,13500,BMW,Black,31000,SUV
C_CND_004385,8/7/2022,Isabela,Male,480000,Mitsubishi,Red,39000,Hardtop
C_CND_004386,8/7/2022,Alice,Male,13500,Chrysler,Pale White,22000,SUV
C_CND_004387,8/7/2022,Brucha,Male,13500,Acura,Black,24000,SUV
C_CND_004388,8/7/2022,Bruchy,Female,1775000,Audi,Black,44500,Passenger
C_CND_004389,8/7/2022,Brynn,Male,752000,Cadillac,Red,31000,Passenger
C_CND_004390,8/7/2022,Caitlin,Female,670000,Mercedes-B,Pale White,46000,Passenger
C_CND_004391,8/7/2022,Cameron,Female,13500,Ford,Black,22000,Passenger
C_CND_004392,8/7/2022,Caroline,Male,1507000,Chrysler,Black,26700,SUV
C_CND_004393,8/7/2022,Casey,Male,890000,Plymouth,Pale White,27000,SUV
C_CND_004394,8/7/2022,Catherine,Female,1000000,Chevrolet,Black,44000,Hatchback
C_CND_004395,8/7/2022,Emma,Male,1365000,Mercedes-B,Red,21500,SUV
C_CND_004396,8/7/2022,Paco,Male,1210000,Oldsmobile,Black,18000,SUV
C_CND_004397,8/7/2022,Joshua,Male,13500,Chevrolet,Black,10000,Passenger
C_CND_004398,8/7/2022,Juqacs,Male,642000,Honda,Pale White,27001,Hardtop
C_CND_004399,8/7/2022,Joanna,Female,790500,Chrysler,Red,12500,Passenger
C_CND_004400,8/7/2022,Paulo,Male,1350000,Mercury,Red,39000,Sedan
C_CND_004401,8/7/2022,Clara,Male,655000,Honda,Pale White,22000,SUV
C_CND_004402,8/7/2022,Max,Male,575000,Nissan,Red,21001,Hardtop
C_CND_004403,8/7/2022,Destiny,Male,13500,Dodge,Red,22000,Passenger
C_CND_004404,8/7/2022,Diana,Male,751000,Honda,Black,22000,Hatchback
C_CND_004405,8/7/2022,Dulce,Male,682000,Chevrolet,Pale White,42000,Hatchback
C_CND_004406,8/7/2022,Eileen,Male,13500,Honda,Black,43000,Hatchback
C_CND_004407,8/7/2022,Elena,Male,355000,Honda,Pale White,22000,SUV
C_CND_004408,8/7/2022,Eliana,Male,1270000,Buick,Red,45000,Hatchback
C_CND_004409,8/7/2022,Elianna,Male,975000,Cadillac,Black,34000,Sedan
C_CND_004410,8/7/2022,Elianny,Male,820000,Jeep,Red,19000,Hatchback
C_CND_004411,8/8/2022,Timothy,Female,4350000,Acura,Red,34000,SUV
C_CND_004412,8/8/2022,Travis,Male,13500,Pontiac,Red,19000,Hatchback
C_CND_004413,8/8/2022,Tristan,Female,648000,Lexus,Black,22000,Sedan
C_CND_004414,8/8/2022,Troy,Male,1800000,Subaru,Black,22000,SUV
C_CND_004415,8/8/2022,Tyler,Female,1020000,Mercury,Pale White,14000,Passenger
C_CND_004416,8/8/2022,Victor,Male,635000,Pontiac,Pale White,26000,SUV
C_CND_004417,8/8/2022,William,Female,13500,Lexus,Red,13001,Sedan
C_CND_004418,8/8/2022,Xavier,Female,2350000,Volvo,Black,26001,SUV
C_CND_004419,8/8/2022,Zachary,Female,1500000,Dodge,Black,22001,Passenger
C_CND_004420,8/8/2022,Zaire,Female,1900000,Mercedes-B,Red,29001,SUV
C_CND_004421,8/8/2022,Alina,Male,2400000,Volkswagen,Pale White,27000,Hatchback
C_CND_004422,8/8/2022,Alisa,Male,13500,Volkswagen,Red,13000,Hatchback
C_CND_004423,8/8/2022,Aliza,Male,530000,Cadillac,Pale White,17000,Passenger
C_CND_004424,8/8/2022,Megan,Female,490000,Toyota,Pale White,24000,Hardtop
C_CND_004425,8/8/2022,Alma,Female,1140000,Volvo,Black,36000,Sedan
C_CND_004426,8/8/2022,Alyssa,Male,1510500,Lincoln,Black,19050,Sedan
C_CND_004427,8/8/2022,Amalia,Male,353000,Nissan,Pale White,18000,Hatchback
C_CND_004428,8/8/2022,Amanda,Male,1250000,Ford,Pale White,62000,Sedan
C_CND_004429,8/8/2022,Amelia,Male,2300000,Mercedes-B,Black,39000,SUV
C_CND_004430,8/8/2022,Melanie,Male,1699000,Toyota,Pale White,24900,Hardtop
C_CND_004431,8/8/2022,Cecilia,Female,644000,Lincoln,Black,19000,Sedan
C_CND_004432,8/8/2022,Celia,Male,700000,Mitsubishi,Pale White,53000,SUV
C_CND_004433,8/8/2022,Chana,Female,1101000,Oldsmobile,Pale White,45100,SUV
C_CND_004434,8/8/2022,Chany,Male,1000000,Pontiac,Pale White,20000,Hatchback
C_CND_004435,8/8/2022,Charlie,Male,865000,Ford,Pale White,19000,Sedan
C_CND_004436,8/8/2022,Charlotte,Female,805500,Jeep,Red,14500,Sedan
C_CND_004437,8/8/2022,Chava,Male,13500,Volkswagen,Pale White,12001,Hatchback
C_CND_004438,8/8/2022,Chavy,Female,1015000,Porsche,Pale White,26501,SUV
C_CND_004439,8/8/2022,Chaya,Female,930000,Chrysler,Pale White,22001,SUV
C_CND_004440,8/8/2022,Chloe,Female,999000,Dodge,Red,57001,SUV
C_CND_004441,8/8/2022,Fantine,Male,1168888,Nissan,Red,21881,Hardtop
C_CND_004442,8/8/2022,Batiste,Male,3030000,Volkswagen,Red,45001,Hardtop
C_CND_004443,8/8/2022,Kimberley,Male,1300000,Mercedes-B,Pale White,17000,Hatchback
C_CND_004444,8/8/2022,Alexane,Male,13500,Saturn,Red,61001,Hardtop
C_CND_004445,8/8/2022,Gabin,Female,13500,Dodge,Pale White,21000,Sedan
C_CND_004446,8/8/2022,Witolo,Female,786000,Mercedes-B,Pale White,14000,Hatchback
C_CND_004447,8/8/2022,Ilana,Male,13500,Mitsubishi,Red,19000,Sedan
C_CND_004448,8/8/2022,Romain,Female,450000,Mitsubishi,Pale White,53001,Hardtop
C_CND_004450,8/8/2022,Ilyes,Female,13500,Chrysler,Pale White,21000,Hatchback
C_CND_004451,8/8/2022,Elisa,Male,750000,Volvo,Pale White,42000,Sedan
C_CND_004452,8/8/2022,Elizabeth,Male,13500,Mercedes-B,Pale White,26000,Hatchback
C_CND_004453,8/8/2022,Ella,Male,1280000,Chrysler,Black,51000,Hatchback
C_CND_004454,8/8/2022,Emely,Female,850000,Volkswagen,Red,22000,Passenger
C_CND_004455,8/8/2022,Emily,Male,1200000,Pontiac,Pale White,42000,Passenger
C_CND_004456,8/8/2022,Emma,Male,13500,Volkswagen,Red,69000,Passenger
C_CND_004457,8/8/2022,Erika,Male,655000,Nissan,Black,26000,Passenger
C_CND_004458,8/8/2022,Esmeralda,Female,1140000,Ford,Black,61000,Hatchback
C_CND_004459,8/8/2022,Esther,Female,562000,Nissan,Pale White,32000,SUV
C_CND_004460,8/8/2022,Estrella,Male,531000,Pontiac,Red,31000,SUV
C_CND_004461,8/9/2022,Zion,Male,526000,Honda,Pale White,19001,Sedan
C_CND_004462,8/9/2022,Zyaire,Male,390000,Mercury,Red,71001,SUV
C_CND_004463,8/9/2022,Aaron,Male,13500,Buick,Black,29001,Hatchback
C_CND_004464,8/9/2022,Abdiel,Female,2950000,Mercury,Red,39001,Sedan
C_CND_004465,8/9/2022,Abel,Male,905000,Subaru,Pale White,19001,SUV
C_CND_004466,8/9/2022,Abraham,Male,1750000,Mercury,Black,33001,Hatchback
C_CND_004467,8/9/2022,Adam,Male,760000,Pontiac,Black,18001,Sedan
C_CND_004468,8/9/2022,Aden,Female,550000,Volkswagen,Red,24001,Passenger
C_CND_004469,8/9/2022,Adonis,Male,3180000,Volvo,Black,36001,Sedan
C_CND_004470,8/9/2022,Adrian,Male,1367000,Chevrolet,Black,10701,Passenger
C_CND_004471,8/9/2022,Adriel,Female,788000,Mercedes-B,Red,29001,SUV
C_CND_004472,8/9/2022,Aidan,Male,3600000,Oldsmobile,Red,41001,Sedan
C_CND_004473,8/9/2022,Aiden,Male,2550000,Mitsubishi,Pale White,42001,Passenger
C_CND_004474,8/9/2022,Alan,Female,1050000,Ford,Pale White,20001,Passenger
C_CND_004475,8/9/2022,Albert,Female,3350000,Lincoln,Red,82001,Passenger
C_CND_004476,8/9/2022,Alberto,Male,1400000,Mitsubishi,Black,17001,Hatchback
C_CND_004477,8/9/2022,Aldo,Female,13500,Plymouth,Pale White,27001,SUV
C_CND_004478,8/9/2022,Amina,Male,720000,Chevrolet,Pale White,46000,SUV
C_CND_004479,8/9/2022,Amira,Female,880000,Toyota,Pale White,22000,Hatchback
C_CND_004480,8/9/2022,Dylan,Male,785000,Lexus,Pale White,27000,Hardtop
C_CND_004481,8/9/2022,Anastasia,Male,347500,Plymouth,Red,15500,Hatchback
C_CND_004482,8/9/2022,Angelina,Male,410000,Toyota,Red,31000,Hatchback
C_CND_004483,8/9/2022,Anna,Male,1010000,Buick,Pale White,23000,Hatchback
C_CND_004484,8/9/2022,Annabel,Male,1485000,Ford,Red,29500,Passenger
C_CND_004485,8/9/2022,Annabelle,Female,730000,Mercedes-B,Pale White,17000,Hatchback
C_CND_004486,8/9/2022,Eden,Male,13500,Ford,Black,49000,Hardtop
C_CND_004487,8/9/2022,Antonia,Male,1750000,Dodge,Black,26000,SUV
C_CND_004488,8/9/2022,Elena,Male,1950000,Toyota,Pale White,53000,Hardtop
C_CND_004489,8/9/2022,Ariana,Female,440000,Toyota,Red,41000,Passenger
C_CND_004490,8/9/2022,Arianna,Male,480750,Honda,Red,12750,SUV
C_CND_004491,8/9/2022,Ariel,Female,540000,Toyota,Pale White,22000,Passenger
C_CND_004492,8/9/2022,Emmanuel,Female,1325000,Saturn,Red,61501,Hardtop
C_CND_004493,8/9/2022,Jeremiah,Male,13500,Cadillac,Pale White,22000,Hardtop
C_CND_004494,8/9/2022,Ashley,Male,725000,Plymouth,Red,71000,Hatchback
C_CND_004495,8/9/2022,Christina,Male,1042500,Mercedes-B,Red,15251,Hatchback
C_CND_004496,8/9/2022,Claire,Male,1002000,Mercury,Red,39200,Sedan
C_CND_004497,8/9/2022,Clara,Male,13500,Oldsmobile,Red,25000,Sedan
C_CND_004498,8/9/2022,Colette,Male,992000,Porsche,Red,22001,SUV
C_CND_004499,8/9/2022,Cora,Female,13500,Lexus,Black,12001,Hatchback
C_CND_004500,8/9/2022,Dahlia,Male,650000,Toyota,Red,14001,Passenger
C_CND_004501,8/9/2022,Daisy,Female,2600000,Volkswagen,Pale White,27000,Hatchback
C_CND_004502,8/9/2022,Dalia,Male,13500,Ford,Black,41000,SUV
C_CND_004503,8/9/2022,Daniela,Female,13500,Dodge,Red,31000,SUV
C_CND_004504,8/9/2022,Daniella,Male,965000,Mitsubishi,Red,12000,Hatchback
C_CND_004505,8/9/2022,Danielle,Male,920000,Chevrolet,Pale White,25000,SUV
C_CND_004506,8/9/2022,Devora,Male,13500,Cadillac,Pale White,22000,SUV
C_CND_004507,8/9/2022,Devorah,Male,1301000,Dodge,Red,19100,SUV
C_CND_004508,8/9/2022,Diana,Female,820000,Saturn,Red,61001,SUV
C_CND_004509,8/9/2022,Dina,Female,1171000,Mitsubishi,Pale White,53101,SUV
C_CND_004510,8/9/2022,Dylan,Female,860000,Volkswagen,Pale White,17001,Sedan
C_CND_004511,8/9/2022,Eden,Male,13500,Dodge,Pale White,16001,SUV
C_CND_004512,8/9/2022,Lola,Male,1111000,Oldsmobile,Pale White,14100,Sedan
C_CND_004513,8/9/2022,Sourhc,Male,13500,Volkswagen,Pale White,38000,Passenger
C_CND_004514,8/9/2022,Mepoc,Male,652500,Porsche,Pale White,32500,Passenger
C_CND_004515,8/9/2022,Empty,Male,736500,Mercedes-B,Black,22500,SUV
C_CND_004516,8/9/2022,Serena,Male,1040000,Ford,Red,19000,Sedan
C_CND_004517,8/9/2022,Maessane,Male,980000,Acura,Red,31000,SUV
C_CND_004518,8/9/2022,Lily,Male,1570000,Chevrolet,Red,21000,Hatchback
C_CND_004519,8/9/2022,Nathan,Female,13500,Porsche,Pale White,26001,Hardtop
C_CND_004520,8/9/2022,Lena,Male,1060000,Dodge,Red,57001,Hardtop
C_CND_004521,8/9/2022,Quentin,Male,13500,Porsche,Black,26000,SUV
C_CND_004522,8/9/2022,Marion,Male,1085000,Porsche,Red,22501,Hardtop
C_CND_004523,8/9/2022,Robin,Male,580000,Cadillac,Pale White,22001,Hardtop
C_CND_004524,8/9/2022,Jade,Male,931000,Dodge,Red,19001,Hardtop
C_CND_004525,8/9/2022,Nacim,Female,740000,Pontiac,Pale White,42000,Passenger
C_CND_004526,8/9/2022,Florine,Male,1030000,Plymouth,Black,29000,SUV
C_CND_004527,8/9/2022,Hadison,Male,715000,Acura,Red,34000,SUV
C_CND_004528,8/9/2022,Pauline,Female,13500,Dodge,Red,22000,Passenger
C_CND_004529,8/9/2022,Eva,Male,490000,Jeep,Red,13000,Hatchback
C_CND_004530,8/9/2022,Evelyn,Male,472000,Ford,Black,69000,SUV
C_CND_004531,8/9/2022,Faith,Male,467000,BMW,Red,21000,Sedan
C_CND_004532,8/9/2022,Fatima,Male,302500,Mitsubishi,Black,18500,Hatchback
C_CND_004533,8/9/2022,Fernanda,Male,750000,Mercury,Black,28000,Passenger
C_CND_004534,8/9/2022,Gabriela,Male,390000,Oldsmobile,Black,26000,Hatchback
C_CND_004535,8/9/2022,Gabriella,Female,460000,Chrysler,Pale White,20000,Hatchback
